token	tag	bjw
leggo	V	0.000420598499171296
juxtaposed	V	0.000420598499171296
wants	V	0.001253466814361981
talk	V	0.003335637602338694
hates	V	0.000420598499171296
messed	V	0.000420598499171296
deliver	V	0.0008370326567666385
passed	V	0.000420598499171296
stop	V	0.0020863351295526663
fooling	V	0.000420598499171296
confirms	V	0.000420598499171296
learn	V	0.0016699009719573236
s/o	V	0.0008370326567666385
came	V	0.0025027692871480087
had	V	0.005001374232720064
working	V	0.0016699009719573236
build	V	0.000420598499171296
lieing	V	0.000420598499171296
comes	V	0.001253466814361981
thought	V	0.0025027692871480087
gone	V	0.000420598499171296
beat	V	0.0008370326567666385
didnt	V	0.0016699009719573236
lose	V	0.0008370326567666385
playing	V	0.0008370326567666385
wonder	V	0.0008370326567666385
gon	V	0.001253466814361981
invest	V	0.000420598499171296
make	V	0.005417808390315406
forced	V	0.000420598499171296
bustin	V	0.000420598499171296
seems	V	0.0008370326567666385
keeps	V	0.001253466814361981
evokes	V	0.000420598499171296
filed	V	0.0008370326567666385
deals	V	0.000420598499171296
needs	V	0.0016699009719573236
concentrate	V	0.000420598499171296
means	V	0.0008370326567666385
lives	V	0.000420598499171296
selling	V	0.0008370326567666385
click	V	0.000420598499171296
type	V	0.000420598499171296
agreed	V	0.000420598499171296
raining	V	0.0008370326567666385
haven't	V	0.0008370326567666385
decided	V	0.000420598499171296
drinkin	V	0.0008370326567666385
socks	V	0.000420598499171296
kicked	V	0.000420598499171296
pickin	V	0.000420598499171296
woke	V	0.000420598499171296
shooting	V	0.000420598499171296
plan	V	0.000420598499171296
didn't	V	0.0037520717599340363
went	V	0.0020863351295526663
lie	V	0.000420598499171296
wanna	V	0.0020863351295526663
performing	V	0.000420598499171296
retweetin	V	0.000420598499171296
worried	V	0.0008370326567666385
wearing	V	0.001253466814361981
sayin	V	0.000420598499171296
text	V	0.0016699009719573236
guess	V	0.0008370326567666385
procastinate	V	0.000420598499171296
tracked	V	0.000420598499171296
sigh	V	0.000420598499171296
smells	V	0.001253466814361981
tells	V	0.0008370326567666385
fixed	V	0.000420598499171296
stopping	V	0.000420598499171296
wana	V	0.000420598499171296
changed	V	0.000420598499171296
rode	V	0.000420598499171296
slammed	V	0.000420598499171296
starting	V	0.001253466814361981
hit	V	0.001253466814361981
running	V	0.0016699009719573236
may	V	0.0020863351295526663
run	V	0.0020863351295526663
loves	V	0.0008370326567666385
join	V	0.000420598499171296
killing	V	0.0008370326567666385
back	V	0.000420598499171296
of	V	0.000420598499171296
swore	V	0.000420598499171296
gripping	V	0.000420598499171296
walked	V	0.0008370326567666385
stalked	V	0.000420598499171296
making	V	0.001253466814361981
having	V	0.0008370326567666385
worth	V	0.000420598499171296
contributes	V	0.000420598499171296
says	V	0.0016699009719573236
exit	V	0.000420598499171296
drones	V	0.000420598499171296
staying	V	0.000420598499171296
blogs	V	0.000420598499171296
favorited	V	0.0008370326567666385
seen	V	0.0025027692871480087
name-drop	V	0.000420598499171296
download	V	0.000420598499171296
leave	V	0.0025027692871480087
taking	V	0.0008370326567666385
miss	V	0.001253466814361981
arranging	V	0.000420598499171296
putting	V	0.000420598499171296
search	V	0.000420598499171296
find	V	0.0016699009719573236
diein	V	0.000420598499171296
cheating	V	0.0008370326567666385
lying	V	0.000420598499171296
living	V	0.000420598499171296
end	V	0.000420598499171296
goin	V	0.001253466814361981
throw	V	0.0008370326567666385
knew	V	0.0020863351295526663
bother	V	0.000420598499171296
calling	V	0.000420598499171296
ride	V	0.000420598499171296
wasn't	V	0.0029192034447433515
saying	V	0.0008370326567666385
asking	V	0.001253466814361981
supply	V	0.000420598499171296
matches	V	0.000420598499171296
growing	V	0.000420598499171296
triple	V	0.000420598499171296
gusting	V	0.000420598499171296
write	V	0.000420598499171296
mixed	V	0.000420598499171296
ponder	V	0.000420598499171296
begun	V	0.0008370326567666385
speculate	V	0.000420598499171296
heard	V	0.0016699009719573236
spend	V	0.000420598499171296
plzzzzzzzzz	V	0.000420598499171296
replyyyy	V	0.000420598499171296
plzzzzzzz	V	0.000420598499171296
retweet	V	0.000420598499171296
thinks	V	0.0008370326567666385
unfollowed	V	0.000420598499171296
charge	V	0.0008370326567666385
waking	V	0.000420598499171296
tweets	V	0.000420598499171296
keep	V	0.003335637602338694
shake	V	0.000420598499171296
tried	V	0.000420598499171296
installing	V	0.000420598499171296
insulted	V	0.000420598499171296
trust	V	0.001253466814361981
seeking	V	0.000420598499171296
understand	V	0.0016699009719573236
flex	V	0.000420598499171296
playin	V	0.000420598499171296
dies	V	0.000420598499171296
b	V	0.0016699009719573236
gettin	V	0.000420598499171296
enjoys	V	0.000420598499171296
screamin	V	0.000420598499171296
smile	V	0.001253466814361981
herd	V	0.000420598499171296
met	V	0.000420598499171296
contact	V	0.0008370326567666385
confirmed	V	0.0008370326567666385
yelling	V	0.000420598499171296
attempted	V	0.000420598499171296
sneezing	V	0.000420598499171296
work	V	0.0016699009719573236
planned	V	0.000420598499171296
recommend	V	0.000420598499171296
kill	V	0.0008370326567666385
afford	V	0.000420598499171296
comment	V	0.0008370326567666385
hopin	V	0.000420598499171296
inspired	V	0.000420598499171296
buying	V	0.000420598499171296
pissed	V	0.001253466814361981
styling	V	0.000420598499171296
posted	V	0.001253466814361981
shout	V	0.000420598499171296
makin	V	0.0008370326567666385
hosted	V	0.000420598499171296
quit	V	0.000420598499171296
hatin	V	0.000420598499171296
forget	V	0.000420598499171296
wear	V	0.000420598499171296
meet	V	0.001253466814361981
catching	V	0.000420598499171296
hope	V	0.0016699009719573236
riding	V	0.000420598499171296
headed	V	0.000420598499171296
started	V	0.000420598499171296
quits	V	0.000420598499171296
open	V	0.001253466814361981
finisehed	V	0.000420598499171296
casts	V	0.000420598499171296
trippppin	V	0.000420598499171296
laughing	V	0.0008370326567666385
fucked	V	0.0008370326567666385
so	V	0.000420598499171296
lettin	V	0.000420598499171296
“dream	V	0.000420598499171296
aint	V	0.001253466814361981
figured	V	0.000420598499171296
revolutionize	V	0.000420598499171296
dying	V	0.000420598499171296
missed	V	0.0008370326567666385
tlkin	V	0.000420598499171296
burn	V	0.0008370326567666385
watching	V	0.000420598499171296
isn't	V	0.000420598499171296
auctioning	V	0.000420598499171296
rises	V	0.000420598499171296
boosts	V	0.000420598499171296
following	V	0.0016699009719573236
follows	V	0.0008370326567666385
promote	V	0.000420598499171296
unfollow	V	0.000420598499171296
looks	V	0.0008370326567666385
havent	V	0.000420598499171296
“trading	V	0.000420598499171296
missing	V	0.0008370326567666385
fired	V	0.000420598499171296
knit	V	0.000420598499171296
bring	V	0.0016699009719573236
saving	V	0.000420598499171296
wasting	V	0.000420598499171296
moving	V	0.000420598499171296
finding	V	0.000420598499171296
support	V	0.0008370326567666385
pray	V	0.0008370326567666385
add	V	0.000420598499171296
paid	V	0.000420598499171296
2b	V	0.000420598499171296
sit	V	0.0008370326567666385
fucking	V	0.000420598499171296
annoying	V	0.000420598499171296
stays	V	0.000420598499171296
tired	V	0.000420598499171296
stuck	V	0.000420598499171296
expected	V	0.000420598499171296
praised	V	0.000420598499171296
jump	V	0.0008370326567666385
puttin	V	0.000420598499171296
cheers	V	0.000420598499171296
post	V	0.0008370326567666385
drops	V	0.0008370326567666385
wrote	V	0.000420598499171296
flirting	V	0.000420598499171296
cnt	V	0.000420598499171296
sleep	V	0.0016699009719573236
aim	V	0.000420598499171296
drink	V	0.001253466814361981
charges	V	0.000420598499171296
surprised	V	0.000420598499171296
thinking	V	0.0008370326567666385
entered	V	0.000420598499171296
reminds	V	0.000420598499171296
wud	V	0.000420598499171296
cheer	V	0.000420598499171296
reported	V	0.000420598499171296
feature	V	0.000420598499171296
allowing	V	0.000420598499171296
share	V	0.0008370326567666385
telling	V	0.000420598499171296
tackle	V	0.000420598499171296
re-	V	0.000420598499171296
joining	V	0.000420598499171296
dating	V	0.000420598499171296
cracking	V	0.000420598499171296
let	V	0.0025027692871480087
known	V	0.000420598499171296
brings	V	0.000420598499171296
ignores	V	0.000420598499171296
preaches	V	0.000420598499171296
smokin	V	0.000420598499171296
overlooked	V	0.000420598499171296
fight	V	0.000420598499171296
kiss	V	0.0008370326567666385
played	V	0.001253466814361981
book	V	0.0008370326567666385
rt	V	0.0025027692871480087
give	V	0.001253466814361981
cut	V	0.0008370326567666385
τнänκ	V	0.000420598499171296
interested	V	0.000420598499171296
kome	V	0.000420598499171296
singing	V	0.0016699009719573236
signal	V	0.000420598499171296
change	V	0.0016699009719573236
takke	V	0.000420598499171296
disagrees	V	0.000420598499171296
liked	V	0.000420598499171296
sell	V	0.0008370326567666385
blushes	V	0.000420598499171296
killin	V	0.0008370326567666385
hurting	V	0.000420598499171296
kidding	V	0.000420598499171296
excited	V	0.0008370326567666385
waiting	V	0.0008370326567666385
txt	V	0.000420598499171296
seem	V	0.0008370326567666385
walk	V	0.000420598499171296
sign	V	0.000420598499171296
enter	V	0.0008370326567666385
c	V	0.000420598499171296
remember	V	0.001253466814361981
over	V	0.000420598499171296
rollin	V	0.000420598499171296
define	V	0.000420598499171296
renews	V	0.000420598499171296
visit	V	0.000420598499171296
wondering	V	0.000420598499171296
banned	V	0.000420598499171296
forgive	V	0.000420598499171296
blowing	V	0.000420598499171296
enjoyed	V	0.000420598499171296
felt	V	0.000420598499171296
hits	V	0.000420598499171296
approaches	V	0.000420598499171296
note	V	0.000420598499171296
tune	V	0.000420598499171296
removes	V	0.000420598499171296
doesnt	V	0.0008370326567666385
talkin	V	0.0008370326567666385
cost	V	0.000420598499171296
grants	V	0.000420598499171296
develop	V	0.000420598499171296
reading	V	0.001253466814361981
enjoy	V	0.000420598499171296
woken	V	0.000420598499171296
falling	V	0.0008370326567666385
pounding	V	0.000420598499171296
based	V	0.0008370326567666385
believe	V	0.001253466814361981
paying	V	0.000420598499171296
meant	V	0.000420598499171296
suck	V	0.0008370326567666385
matter	V	0.000420598499171296
no	V	0.000420598499171296
sing	V	0.0008370326567666385
caused	V	0.000420598499171296
become	V	0.001253466814361981
glue	V	0.000420598499171296
ft	V	0.0008370326567666385
pls	V	0.000420598499171296
finish	V	0.000420598499171296
removed	V	0.000420598499171296
giggle	V	0.000420598499171296
replace	V	0.000420598499171296
relate	V	0.000420598499171296
cutt	V	0.000420598499171296
noticedd	V	0.000420598499171296
call	V	0.0016699009719573236
crossing	V	0.000420598499171296
grown'n	V	0.000420598499171296
fool'n?!	V	0.000420598499171296
grabbed	V	0.000420598499171296
dressed	V	0.000420598499171296
die/	V	0.000420598499171296
focus	V	0.000420598499171296
mean	V	0.000420598499171296
exist	V	0.000420598499171296
here	V	0.000420598499171296
postpone	V	0.000420598499171296
covers	V	0.000420598499171296
muggin	V	0.000420598499171296
hafta	V	0.000420598499171296
walks	V	0.0008370326567666385
uploaded	V	0.0008370326567666385
demand	V	0.000420598499171296
perform	V	0.000420598499171296
banging	V	0.000420598499171296
deleting	V	0.000420598499171296
feeding	V	0.000420598499171296
implicated	V	0.000420598499171296
poses	V	0.000420598499171296
-is	V	0.000420598499171296
bored	V	0.000420598499171296
crashing	V	0.000420598499171296
brought	V	0.000420598499171296
speaking	V	0.000420598499171296
thanks	V	0.000420598499171296
wished	V	0.000420598499171296
-love	V	0.000420598499171296
fear	V	0.000420598499171296
snow	V	0.000420598499171296
blame	V	0.000420598499171296
decorating	V	0.000420598499171296
left	V	0.000420598499171296
tastes	V	0.000420598499171296
submitted	V	0.000420598499171296
added	V	0.000420598499171296
bought	V	0.000420598499171296
flirtin	V	0.000420598499171296
stab	V	0.000420598499171296
chck	V	0.000420598499171296
rap	V	0.000420598499171296
noticed	V	0.000420598499171296
morphing	V	0.000420598499171296
include	V	0.000420598499171296
carve	V	0.000420598499171296
relized	V	0.000420598499171296
loved	V	0.0008370326567666385
fall	V	0.0008370326567666385
cud	V	0.000420598499171296
light	V	0.000420598499171296
catch	V	0.0008370326567666385
love…	V	0.000420598499171296
heart	V	0.000420598499171296
inspires	V	0.0008370326567666385
intake	V	0.000420598499171296
runnin	V	0.000420598499171296
takin	V	0.000420598499171296
sounds	V	0.000420598499171296
befriend	V	0.000420598499171296
lost	V	0.001253466814361981
dislike	V	0.000420598499171296
kno	V	0.000420598499171296
built	V	0.0008370326567666385
pay	V	0.000420598499171296
vs	V	0.000420598499171296
wakes	V	0.000420598499171296
ripping	V	0.000420598499171296
prepares	V	0.000420598499171296
tuning	V	0.0008370326567666385
born	V	0.000420598499171296
abducted	V	0.000420598499171296
recognize	V	0.000420598499171296
goes	V	0.0008370326567666385
streamed	V	0.000420598499171296
piukin	V	0.000420598499171296
lied	V	0.000420598499171296
died	V	0.0008370326567666385
used	V	0.0008370326567666385
workin	V	0.000420598499171296
hustling	V	0.000420598499171296
throwing	V	0.000420598499171296
yell	V	0.000420598499171296
unite	V	0.000420598499171296
ragging	V	0.000420598499171296
feels	V	0.0008370326567666385
whispered	V	0.000420598499171296
pull	V	0.000420598499171296
packing	V	0.000420598499171296
fucks	V	0.000420598499171296
rules	V	0.000420598499171296
finishing	V	0.000420598499171296
shoutout	V	0.000420598499171296
finished	V	0.000420598499171296
feeling	V	0.000420598499171296
fuckin	V	0.000420598499171296
helppp	V	0.000420598499171296
predicting	V	0.000420598499171296
excuse	V	0.000420598499171296
release	V	0.000420598499171296
carving	V	0.000420598499171296
mind	V	0.0008370326567666385
spending	V	0.000420598499171296
itches	V	0.000420598499171296
killed	V	0.000420598499171296
surrounded	V	0.000420598499171296
thanking	V	0.000420598499171296
shaking	V	0.000420598499171296
♥	V	0.000420598499171296
followed	V	0.0008370326567666385
blessed	V	0.000420598499171296
works	V	0.000420598499171296
freestylin	V	0.000420598499171296
standing	V	0.000420598499171296
announce	V	0.000420598499171296
turning	V	0.000420598499171296
raising	V	0.000420598499171296
shipped	V	0.000420598499171296
comin	V	0.000420598499171296
cryin	V	0.000420598499171296
setting	V	0.000420598499171296
constitutes	V	0.000420598499171296
respect	V	0.000420598499171296
respected	V	0.000420598499171296
receive	V	0.000420598499171296
set	V	0.000420598499171296
point	V	0.000420598499171296
loving	V	0.000420598499171296
suckin	V	0.000420598499171296
drafted	V	0.000420598499171296
doint	V	0.000420598499171296
traded	V	0.000420598499171296
drafte	V	0.000420598499171296
knw	V	0.000420598499171296
allows	V	0.000420598499171296
experience	V	0.000420598499171296
teach	V	0.000420598499171296
forgot	V	0.000420598499171296
released	V	0.000420598499171296
tweeted	V	0.000420598499171296
thunder	V	0.000420598499171296
break	V	0.0008370326567666385
inking	V	0.000420598499171296
done	V	0.0008370326567666385
educated	V	0.000420598499171296
wont	V	0.000420598499171296
ruin	V	0.000420598499171296
hibernates	V	0.000420598499171296
approve	V	0.000420598499171296
to	V	0.000420598499171296
led	V	0.000420598499171296
given	V	0.000420598499171296
last	V	0.000420598499171296
hang	V	0.0008370326567666385
stress	V	0.000420598499171296
tryin	V	0.0008370326567666385
closing	V	0.000420598499171296
floating	V	0.000420598499171296
needing	V	0.000420598499171296
spread	V	0.000420598499171296
deleted	V	0.000420598499171296
flip-flopped	V	0.000420598499171296
walking	V	0.000420598499171296
staring	V	0.000420598499171296
tour	V	0.000420598499171296
secure	V	0.000420598499171296
╚►★ŧøłłøw&ǥλïŋ✔☆]╚►	V	0.000420598499171296
shows	V	0.000420598499171296
dig	V	0.000420598499171296
wipe	V	0.000420598499171296
saved	V	0.000420598499171296
celebrate	V	0.000420598499171296
except	V	0.000420598499171296
owns	V	0.000420598499171296
gas	V	0.000420598499171296
stealing	V	0.000420598499171296
pick	V	0.000420598499171296
textin	V	0.000420598499171296
hurt	V	0.000420598499171296
hatee	V	0.000420598499171296
sleepin	V	0.000420598499171296
prevents	V	0.000420598499171296
wasnt	V	0.000420598499171296
interview	V	0.000420598499171296
reduce	V	0.000420598499171296
eating	V	0.000420598499171296
ache	V	0.000420598499171296
rub	V	0.000420598499171296
biden	V	0.000420598499171296
swear	V	0.000420598499171296
believed	V	0.000420598499171296
cheat	V	0.000420598499171296
dealt	V	0.000420598499171296
scalping	V	0.000420598499171296
list	V	0.000420598499171296
listening	V	0.000420598499171296
irks	V	0.000420598499171296
darkening	V	0.000420598499171296
trip	V	0.000420598499171296
breathe	V	0.000420598499171296
cares	V	0.000420598499171296
realized	V	0.000420598499171296
helped	V	0.000420598499171296
stuff	V	0.000420598499171296
pouts	V	0.000420598499171296
gives	V	0.000420598499171296
breaking	V	0.000420598499171296
mend	V	0.000420598499171296
ban	V	0.000420598499171296
waited	V	0.000420598499171296
counted	V	0.000420598499171296
lift	V	0.000420598499171296
pulls	V	0.000420598499171296
responds	V	0.000420598499171296
hiding	V	0.000420598499171296
boil	V	0.000420598499171296
reflect	V	0.000420598499171296
WordNotFound	V	4.164341575953426e-06
bron	^	0.0009996634796207216
andrew	^	0.0009996634796207216
mcnulty	^	0.0009996634796207216
connor	^	0.0009996634796207216
alberhasky	^	0.0009996634796207216
city	^	0.0019894293010273767
high	^	0.0009996634796207216
taylor	^	0.0009996634796207216
swift	^	0.0009996634796207216
halloween	^	0.011887087515093929
kobe	^	0.003968960943840687
us	^	0.0029791951224340317
rdj	^	0.0009996634796207216
barracuda	^	0.0009996634796207216
jaws	^	0.0009996634796207216
off	^	0.0009996634796207216
5th	^	0.0009996634796207216
saks	^	0.0009996634796207216
fifth	^	0.0009996634796207216
avenue	^	0.0009996634796207216
southport	^	0.0009996634796207216
youtube	^	0.006938258408060652
arizona	^	0.0009996634796207216
yahoo	^	0.0019894293010273767
!	^	0.0019894293010273767
news	^	0.0019894293010273767
god	^	0.006938258408060652
suz	^	0.0009996634796207216
hmm_#	^	0.029702872300413723
chris	^	0.0019894293010273767
bosh	^	0.0009996634796207216
paul	^	0.003968960943840687
pierce	^	0.0009996634796207216
jazmyn	^	0.0009996634796207216
bi	^	0.0009996634796207216
albuquerque	^	0.0009996634796207216
lamar	^	0.0029791951224340317
odom	^	0.0009996634796207216
kanye	^	0.0009996634796207216
runaway	^	0.0019894293010273767
vh1	^	0.0009996634796207216
turf	^	0.0009996634796207216
may	^	0.0009996634796207216
intel	^	0.0019894293010273767
middle	^	0.0009996634796207216
east	^	0.0009996634796207216
nymgo	^	0.0009996634796207216
jeeran	^	0.0009996634796207216
shoofeetv	^	0.0009996634796207216
capital	^	0.0009996634796207216
ray-ray	^	0.0009996634796207216
mc	^	0.0009996634796207216
hammer	^	0.0019894293010273767
jay-z	^	0.0019894293010273767
king	^	0.0009996634796207216
lincecum	^	0.0009996634796207216
shannon	^	0.0029791951224340317
erica	^	0.0009996634796207216
haspel	^	0.0009996634796207216
great	^	0.0009996634796207216
gizmos	^	0.0009996634796207216
james	^	0.0029791951224340317
aston	^	0.0009996634796207216
db5	^	0.0009996634796207216
jaguar	^	0.0009996634796207216
xkr	^	0.0009996634796207216
un	^	0.0009996634796207216
you.s.	^	0.003968960943840687
cuba	^	0.0019894293010273767
a	^	0.0009996634796207216
xbox	^	0.0019894293010273767
miami	^	0.005948492586653998
pokemon	^	0.0009996634796207216
america	^	0.0009996634796207216
gshock	^	0.0009996634796207216
austin	^	0.0009996634796207216
kim	^	0.0029791951224340317
dell	^	0.0009996634796207216
vzn	^	0.0009996634796207216
tiger	^	0.0009996634796207216
mj	^	0.0009996634796207216
carolyn	^	0.0009996634796207216
cliff	^	0.0009996634796207216
